time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(meters),height_above_ground_at_drone_location(meters),ground_elevation_at_drone_location(meters),altitude_above_seaLevel(meters),height_sonar(meters),speed(m/s),distance(meters),mileage(meters),satellites,gpslevel,voltage(v),max_altitude(meters),max_ascent(meters),max_speed(m/s),max_distance(meters), xSpeed(m/s), ySpeed(m/s), zSpeed(m/s), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(c),altitude(meters),ascent(meters),flycStateRaw,flycState,message
295300,2022-07-07 08:16:35,32.8254936977913,34.9554360090866,7.1,,,12.5942341,0.1,7.80566,53.6567,576.409,17,0,15.639,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.9, 0.6, -3,0,0,1024,1024,1024,1024,0,0,0,0,359.971881,0.0743445,75,3.923,3.931,3.925,3.925,0,0,15.45,48,12.5942341,7.1,6,P-GPS,
295400,2022-07-07 08:16:35,32.8254962534192,34.9554434725079,7.1,,,12.5942341,0.1,7.75138,52.9037,577.162,17,0,15.639,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.9, 0.6, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9724137,0.0760601,75,3.923,3.931,3.925,3.925,0,0,15.45,48,12.5942341,7.1,6,P-GPS,
295500,2022-07-07 08:16:35,32.8254990087334,34.9554515057409,7.1,,,12.5942341,0.1,7.801,52.0931,577.973,17,0,15.639,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.8, 0.7, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9723813,0.0760054,75,3.923,3.931,3.925,3.925,0,0,15.45,48,12.5942341,7.1,6,P-GPS,
295600,2022-07-07 08:16:35,32.8255016250436,34.955459149693,7.1,,,12.5942341,0.1,7.81127,51.3219,578.745,17,0,15.639,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.8, 0.7, -3.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9730698,0.0764923,75,3.923,3.931,3.925,3.925,0,0,15.45,48,12.5942341,7.1,6,P-GPS,
295700,2022-07-07 08:16:35,32.8255045414436,34.9554676603723,7.1,,,12.5942341,0.1,7.80803,50.4632,579.603,17,0,15.639,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.7, 0.6, -3.2,0,0,1024,1024,1024,1024,0,0,0,0,359.973093,0.076535,75,3.923,3.931,3.925,3.925,0,0,15.45,48,12.5942341,7.1,6,P-GPS,
295800,2022-07-07 08:16:35,32.8255071156618,34.9554752910303,7.1,,,12.5942341,0.1,7.81104,49.695,580.372,17,0,15.639,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.7, 0.5, -3.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9738056,0.0776895,75,3.923,3.931,3.925,3.925,0,0,15.45,48,12.5942341,7.1,6,P-GPS,
295900,2022-07-07 08:16:35,32.8255097821802,34.9554832949837,7.1,,,12.5942341,0.1,7.79493,48.8908,581.176,17,0,15.623,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.8, 0.5, -3,0,0,1024,1024,1024,1024,0,0,0,0,359.9738558,0.0777521,75,3.922,3.929,3.923,3.921,0,0,15.544,48,12.5942341,7.1,6,P-GPS,
296000,2022-07-07 08:16:35,32.825512328767,34.9554908570913,7.1,,,12.5942341,0.1,7.79585,48.1297,581.938,17,0,15.623,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.8, 0.4, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9720706,0.0748144,75,3.922,3.929,3.923,3.921,0,0,15.544,48,12.5942341,7.1,6,P-GPS,
296100,2022-07-07 08:16:36,32.8255150217704,34.9554987321408,7.1,,,12.5942341,0.1,7.78748,47.3354,582.732,17,0,15.623,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.8, 0.4, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9720513,0.0747337,75,3.922,3.929,3.923,3.921,0,0,15.544,48,12.5942341,7.1,6,P-GPS,
296200,2022-07-07 08:16:36,32.8255175224741,34.9555062241077,7.1,,,12.5942341,0.1,7.78745,46.5824,583.486,17,0,15.623,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.8, 0.3, -3,0,0,1024,1024,1024,1024,0,0,0,0,359.9734364,0.0772162,75,3.922,3.929,3.923,3.921,0,0,15.544,48,12.5942341,7.1,6,P-GPS,
296300,2022-07-07 08:16:36,32.8255201746883,34.9555141033166,7.1,,,12.5942341,0.1,7.78284,45.7896,584.279,17,0,15.623,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.8, 0.3, -3,0,0,1024,1024,1024,1024,0,0,0,0,359.973437,0.0772221,75,3.922,3.929,3.923,3.921,0,0,15.544,48,12.5942341,7.1,6,P-GPS,
296400,2022-07-07 08:16:36,32.8255226754702,34.9555215172724,7.1,,,12.5942341,0.1,7.72035,45.0433,585.025,17,0,15.623,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.8, 0.2, -3.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9720448,0.0749448,75,3.922,3.929,3.923,3.921,0,0,15.544,48,12.5942341,7.1,6,P-GPS,
296500,2022-07-07 08:16:36,32.8255252787008,34.955529197559,7.1,,,12.5942341,0.1,7.73628,44.2697,585.799,17,0,15.623,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.9, 0, -3.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9720551,0.0749655,75,3.922,3.929,3.923,3.921,0,0,15.544,48,12.5942341,7.1,6,P-GPS,
296600,2022-07-07 08:16:36,32.8255276847594,34.9555363247534,7.1,,,12.5942341,0.1,7.73516,43.5522,586.517,17,0,15.623,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.9, 0.1, -3,0,0,1024,1024,1024,1024,0,0,0,0,359.9734484,0.0773814,75,3.922,3.929,3.923,3.921,0,0,15.544,48,12.5942341,7.1,6,P-GPS,
296700,2022-07-07 08:16:36,32.8255304028929,34.9555443431835,7.1,,,12.5942341,0.1,7.73049,42.7445,587.325,17,0,15.623,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.9, 0.2, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9734194,0.0773043,75,3.922,3.929,3.923,3.921,0,0,15.544,48,12.5942341,7.1,6,P-GPS,
296800,2022-07-07 08:16:36,32.8255329598496,34.9555519264557,7.1,,,12.5942341,0.1,7.72319,41.9813,588.089,17,0,15.623,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.9, 0.2, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9716221,0.0744502,75,3.922,3.929,3.923,3.921,0,0,15.544,48,12.5942341,7.1,6,P-GPS,
296900,2022-07-07 08:16:36,32.8255356029706,34.9555598180616,7.1,,,12.5942341,0.1,7.7077,41.1879,588.882,17,0,15.62,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.9, 0.1, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9714949,0.0741625,75,3.921,3.927,3.92,3.919,0,0,15.652,48,12.5942341,7.1,6,P-GPS,
297000,2022-07-07 08:16:36,32.8255383544808,34.9555678380821,7.1,,,12.5942341,0.1,7.70506,40.3786,589.692,17,0,15.62,13.0942341,7.6,9.83579,120.519,2.9,7.2,0,247.9, 0, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9724169,0.0754608,75,3.921,3.927,3.92,3.919,0,0,15.652,48,12.5942341,7.1,6,P-GPS,
297100,2022-07-07 08:16:36,32.8255410173124,34.9555757147628,7.1,,,12.5942341,0.1,7.68603,39.5856,590.485,17,0,15.62,13.0942341,7.6,9.83579,120.519,2.8,7.1,0,247.9, 0.1, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9723586,0.0753134,75,3.921,3.927,3.92,3.919,0,0,15.652,48,12.5942341,7.1,6,P-GPS,
