time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(meters),height_above_ground_at_drone_location(meters),ground_elevation_at_drone_location(meters),altitude_above_seaLevel(meters),height_sonar(meters),speed(m/s),distance(meters),mileage(meters),satellites,gpslevel,voltage(v),max_altitude(meters),max_ascent(meters),max_speed(m/s),max_distance(meters), xSpeed(m/s), ySpeed(m/s), zSpeed(m/s), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(c),altitude(meters),ascent(meters),flycStateRaw,flycState,message
717900,2022-07-07 08:23:37,32.8256354722752,34.95590021307,3,,,8.4942341,0.1,0.46031,8.02097,1434.02,19,0,14.711,25.6942341,20.2,11.9583,137.601,-0.2,0,0.4,243.6, -4, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,359.975551,0.0806509,40,3.702,3.716,3.714,3.707,0,0,14.394,57,8.4942341,3,6,P-GPS,
718000,2022-07-07 08:23:37,32.8256352823889,34.9559002754932,3,,,8.4942341,0.1,0.432487,8.03093,1434.04,19,0,14.711,25.6942341,20.2,11.9583,137.601,-0.2,0,0.4,243.3, -5.1, 0,0,0,1024,1024,1024,1024,0,0,0,0,359.9756106,0.0806395,40,3.702,3.716,3.714,3.707,0,0,14.394,57,8.4942341,3,6,P-GPS,
718100,2022-07-07 08:23:37,32.8256351043739,34.9559003618897,2.9,,,8.3942341,0.1,0.442502,8.03839,1434.06,19,0,14.711,25.6942341,20.2,11.9583,137.601,-0.1,0,0.4,242.8, -5.7, 3.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9756931,0.0806339,40,3.702,3.716,3.714,3.707,0,0,14.394,57,8.3942341,2.9,6,P-GPS,
718200,2022-07-07 08:23:37,32.8256349011278,34.9559005297329,2.9,,,8.3942341,0.1,0.456574,8.04224,1434.09,19,0,14.711,25.6942341,20.2,11.9583,137.601,-0.1,0,0.4,242.1, -6, 4.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9781398,0.0672731,40,3.702,3.716,3.714,3.707,0,0,14.394,57,8.3942341,2.9,6,P-GPS,
718300,2022-07-07 08:23:38,32.8256348493628,34.9559005564333,2.8,,,8.2942341,0.1,0.450633,8.04433,1434.09,19,0,14.711,25.6942341,20.2,11.9583,137.601,0,-0.1,0.4,241.3, -6.1, 3.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9784549,0.0659555,40,3.702,3.716,3.714,3.707,0,0,14.394,57,8.2942341,2.8,6,P-GPS,
718400,2022-07-07 08:23:38,32.8256348233729,34.9559005512186,2.8,,,8.2942341,0.1,0.466447,8.04666,1434.1,19,0,14.711,25.6942341,20.2,11.9583,137.601,0,-0.1,0.5,240.6, -6.1, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9740168,0.0858141,40,3.702,3.716,3.714,3.707,0,0,14.394,57,8.2942341,2.8,6,P-GPS,
718500,2022-07-07 08:23:38,32.8256348196209,34.9559005168313,2.7,,,8.1942341,0.1,0.476088,8.04929,1434.1,19,0,14.711,25.6942341,20.2,11.9583,137.601,0,-0.1,0.5,239.7, -6.1, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9739232,0.0864672,40,3.702,3.716,3.714,3.707,0,0,14.394,57,8.1942341,2.7,6,P-GPS,
718600,2022-07-07 08:23:38,32.8256348018253,34.9559005334031,2.7,,,8.1942341,0.1,0.477501,8.04951,1434.1,19,0,14.711,25.6942341,20.2,11.9583,137.601,0,-0.1,0.5,238.7, -5.6, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9726965,0.0802622,40,3.702,3.716,3.714,3.707,0,0,14.394,57,8.1942341,2.7,6,P-GPS,
718700,2022-07-07 08:23:38,32.825634835482,34.9559004900749,2.6,,,8.0942341,0.1,0.494135,8.04992,1434.11,19,0,14.711,25.6942341,20.2,11.9583,137.601,0.1,0,0.5,237.7, -4.6, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9724127,0.081954,40,3.702,3.716,3.714,3.707,0,0,14.394,57,8.0942341,2.6,6,P-GPS,
718800,2022-07-07 08:23:38,32.8256349027041,34.9559004644348,2.6,,,8.0942341,0.1,0.50189,8.04659,1434.12,19,0,14.711,25.6942341,20.2,11.9583,137.601,0.1,0,0.5,236.8, -4.6, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,359.97213,0.0803251,40,3.702,3.716,3.714,3.707,0,0,14.394,57,8.0942341,2.6,6,P-GPS,
718900,2022-07-07 08:23:38,32.8256349945093,34.955900464394,2.5,,,7.9942341,0.1,0.525919,8.03965,1434.13,19,0,14.819,25.6942341,20.2,11.9583,137.601,0.1,0,0.5,235.9, -4.3, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9721359,0.0803257,40,3.702,3.716,3.714,3.707,0,0,14.748,57,7.9942341,2.5,6,P-GPS,
719000,2022-07-07 08:23:38,32.8256351434728,34.9559006302901,2.5,,,7.9942341,0.1,0.533241,8.01702,1434.15,19,0,14.819,25.6942341,20.2,11.9583,137.601,0,0,0.5,235.1, -5, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9746213,0.0755287,40,3.702,3.716,3.714,3.707,0,0,14.748,57,7.9942341,2.5,6,P-GPS,
719100,2022-07-07 08:23:38,32.8256352014845,34.9559006953741,2.4,,,7.8942341,0.1,0.547888,8.00818,1434.16,19,0,14.819,25.6942341,20.2,11.9583,137.601,0,0,0.5,234.5, -6.1, 0,0,0,1024,1024,1024,1024,0,0,0,0,359.9744908,0.0763398,40,3.702,3.716,3.714,3.707,0,0,14.748,57,7.8942341,2.4,6,P-GPS,
719200,2022-07-07 08:23:38,32.8256352467585,34.955900713363,2.4,,,7.8942341,0.1,0.556222,8.00352,1434.16,19,0,14.819,25.6942341,20.2,11.9583,137.601,0,0,0.6,233.8, -7, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9733093,0.0806746,40,3.702,3.716,3.714,3.707,0,0,14.748,57,7.8942341,2.4,6,P-GPS,
719300,2022-07-07 08:23:39,32.8256352979373,34.9559006847816,2.3,,,7.7942341,0.1,0.550125,8.00162,1434.17,19,0,14.819,25.6942341,20.2,11.9583,137.601,0,0,0.5,233.2, -6.6, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9733185,0.0806348,40,3.702,3.716,3.714,3.707,0,0,14.748,57,7.7942341,2.3,6,P-GPS,
719400,2022-07-07 08:23:39,32.8256353602871,34.9559006646519,2.3,,,7.7942341,0.1,0.564425,7.9983,1434.18,19,0,14.819,25.6942341,20.2,11.9583,137.601,0,0,0.6,232.6, -5.7, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9737137,0.0848808,40,3.702,3.716,3.714,3.707,0,0,14.748,57,7.7942341,2.3,6,P-GPS,
719500,2022-07-07 08:23:39,32.8256354813847,34.9559006681997,2.2,,,7.6942341,0.1,0.575153,7.98893,1434.19,19,0,14.819,25.6942341,20.2,11.9583,137.601,0,0,0.6,232.1, -5.8, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9737287,0.0847737,40,3.702,3.716,3.714,3.707,0,0,14.748,57,7.6942341,2.2,6,P-GPS,
719600,2022-07-07 08:23:39,32.8256355429041,34.9559007039225,2.2,,,7.6942341,0.1,0.58376,7.98184,1434.2,19,0,14.819,25.6942341,20.2,11.9583,137.601,0,0,0.6,231.7, -6.2, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9741748,0.075224,40,3.702,3.716,3.714,3.707,0,0,14.748,57,7.6942341,2.2,6,P-GPS,
719700,2022-07-07 08:23:39,32.8256355807784,34.9559007691289,2.1,,,7.5942341,0.1,0.580022,7.97451,1434.2,19,0,14.819,25.6942341,20.2,11.9583,137.601,0,0,0.6,231.1, -6.3, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9741019,0.0756082,40,3.702,3.716,3.714,3.707,0,0,14.748,57,7.5942341,2.1,6,P-GPS,
719800,2022-07-07 08:23:39,32.8256355894483,34.9559008153932,2,,,7.4942341,0.1,0.58202,7.97067,1434.21,19,0,14.819,25.6942341,20.2,11.9583,137.601,0,0,0.6,230.6, -6.3, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9730333,0.0811704,40,3.702,3.716,3.714,3.707,0,0,14.748,57,7.4942341,2,6,P-GPS,
719900,2022-07-07 08:23:39,32.825635571949,34.9559008803754,2,,,7.4942341,0.1,0.595342,7.96752,1434.22,19,0,14.79,25.6942341,20.2,11.9583,137.601,0,0,0.6,230.2, -6.2, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9730404,0.0810914,40,3.7,3.718,3.715,3.705,0,0,14.748,57,7.4942341,2,6,P-GPS,
720000,2022-07-07 08:23:39,32.825635551144,34.955900893277,1.9,,,7.3942341,0.1,0.597934,7.9682,1434.22,19,0,14.79,25.6942341,20.2,11.9583,137.601,0,0,0.6,229.8, -6.1, 2,0,0,1024,1024,1024,1024,0,0,0,0,359.9727598,0.0830287,40,3.7,3.718,3.715,3.705,0,0,14.748,57,7.3942341,1.9,6,P-GPS,
720100,2022-07-07 08:23:39,32.8256355221805,34.9559009110313,1.8,,,7.2942341,0.1,0.58688,7.96917,1434.22,18,0,14.79,25.6942341,20.2,11.9583,137.601,0,0.1,0.6,229.2, -5.5, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9728848,0.0820877,40,3.7,3.718,3.715,3.705,0,0,14.748,57,7.2942341,1.8,6,P-GPS,
720200,2022-07-07 08:23:39,32.8256354668688,34.9559009658186,1.8,,,7.2942341,0.1,0.576366,7.96958,1434.23,18,0,14.79,25.6942341,20.2,11.9583,137.601,-0.1,0.1,0.6,228.6, -4.8, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9729093,0.0718188,40,3.7,3.718,3.715,3.705,0,0,14.748,57,7.2942341,1.8,6,P-GPS,
720300,2022-07-07 08:23:40,32.8256353448397,34.9559010597643,1.7,,,7.1942341,0.1,0.577241,7.97237,1434.25,19,0,14.79,25.6942341,20.2,11.9583,137.601,0,0.1,0.6,228.2, -5.2, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9729419,0.0714649,40,3.7,3.718,3.715,3.705,0,0,14.748,57,7.1942341,1.7,6,P-GPS,
720400,2022-07-07 08:23:40,32.8256352807181,34.9559011296094,1.7,,,7.1942341,0.1,0.577629,7.97244,1434.26,19,0,14.79,25.6942341,20.2,11.9583,137.601,0,0,0.6,227.7, -5.7, 3.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9716242,0.0838188,40,3.7,3.718,3.715,3.705,0,0,14.748,57,7.1942341,1.7,6,P-GPS,
720500,2022-07-07 08:23:40,32.8256352279272,34.9559011802677,1.6,,,7.0942341,0.1,0.57388,7.97298,1434.26,19,0,14.79,25.6942341,20.2,11.9583,137.601,0,0.1,0.6,227.2, -5.9, 3.7,0,0,1024,1024,1024,1024,0,0,0,0,359.971623,0.0836801,40,3.7,3.718,3.715,3.705,0,0,14.748,57,7.0942341,1.6,6,P-GPS,
720600,2022-07-07 08:23:40,32.8256351976935,34.9559012767214,1.6,,,7.0942341,0.1,0.579694,7.96868,1434.27,19,0,14.79,25.6942341,20.2,11.9583,137.601,0,0.1,0.6,226.7, -5.6, 3.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9713957,0.0792896,40,3.7,3.718,3.715,3.705,0,0,14.748,57,7.0942341,1.6,6,P-GPS,
720700,2022-07-07 08:23:40,32.8256352103954,34.9559016198196,1.5,,,6.9942341,0.1,0.583969,7.94432,1434.3,18,0,14.79,25.6942341,20.2,11.9583,137.601,0,0.1,0.6,226.1, -6.2, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9714002,0.0791703,40,3.7,3.718,3.715,3.705,0,0,14.748,57,6.9942341,1.5,6,P-GPS,
720800,2022-07-07 08:23:40,32.8256352033279,34.9559017373359,1.5,,,6.9942341,0.1,0.570656,7.93686,1434.32,18,0,14.79,25.6942341,20.2,11.9583,137.601,0,0,0.6,225.7, -5.6, 4.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9714374,0.0769313,40,3.7,3.718,3.715,3.705,0,0,14.748,57,6.9942341,1.5,6,P-GPS,
720900,2022-07-07 08:23:40,32.825635201579,34.9559018117789,1.4,,,6.8942341,0.1,0.569954,7.93193,1434.32,18,0,14.767,25.6942341,20.2,11.9583,137.601,0,0,0.6,225.4, -5.6, 4.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9713845,0.0770798,40,3.697,3.715,3.711,3.699,0,0,15.444,57,6.8942341,1.4,6,P-GPS,
721000,2022-07-07 08:23:40,32.8256352314349,34.9559018351914,1.3,,,6.7942341,0.1,0.574002,7.92806,1434.33,18,0,14.767,25.6942341,20.2,11.9583,137.601,0,0,0.6,224.9, -6.2, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9713785,0.0811189,40,3.697,3.715,3.711,3.699,0,0,15.444,57,6.7942341,1.3,6,P-GPS,
721100,2022-07-07 08:23:40,32.8256352839066,34.9559018157855,1.3,,,6.7942341,0.1,0.554601,7.92538,1434.33,18,0,14.767,25.6942341,20.2,11.9583,137.601,0,0,0.6,224.4, -6.1, 3.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9713138,0.081336,40,3.697,3.715,3.711,3.699,0,0,15.444,57,6.7942341,1.3,6,P-GPS,
721200,2022-07-07 08:23:40,32.8256353475038,34.9559018279378,1.2,,,6.6942341,0.1,0.57544,7.9197,1434.34,18,0,14.767,25.6942341,20.2,11.9583,137.601,0,0,0.6,224, -5.2, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9689046,0.0841955,40,3.697,3.715,3.711,3.699,0,0,15.444,57,6.6942341,1.2,6,P-GPS,
721300,2022-07-07 08:23:41,32.825635306809,34.9559017516139,1.2,,,6.6942341,0.1,0.604894,7.928,1434.35,18,0,14.767,25.6942341,20.2,11.9583,137.601,0,0,0.6,223.5, -4.6, 3,0,0,1024,1024,1024,1024,0,0,0,0,359.9686576,0.085564,40,3.697,3.715,3.711,3.699,0,0,15.444,57,6.6942341,1.2,6,P-GPS,
721400,2022-07-07 08:23:41,32.8256352929249,34.9559017174508,1.1,,,6.5942341,0.1,0.643367,7.93139,1434.35,18,0,14.767,25.6942341,20.2,11.9583,137.601,0,0,0.6,223.1, -5.3, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9684683,0.0735886,40,3.697,3.715,3.711,3.699,0,0,15.444,57,6.5942341,1.1,6,P-GPS,
721500,2022-07-07 08:23:41,32.825635295335,34.9559017379272,1.1,,,6.5942341,0.1,0.639832,7.92981,1434.35,18,0,14.767,25.6942341,20.2,11.9583,137.601,0,0,0.6,222.7, -5.7, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9684097,0.0737808,40,3.697,3.715,3.711,3.699,0,0,15.444,57,6.5942341,1.1,6,P-GPS,
721600,2022-07-07 08:23:41,32.8256352392319,34.9559017836156,1,,,6.4942341,0.1,0.665538,7.93097,1434.36,18,0,14.767,25.6942341,20.2,11.9583,137.601,0,0,0.7,222.4, -4.9, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9659015,0.0868782,40,3.697,3.715,3.711,3.699,0,0,15.444,57,6.4942341,1,6,P-GPS,
721700,2022-07-07 08:23:41,32.8256352783959,34.9559018015127,0.9,,,6.3942341,0.1,0.693144,7.92677,1434.37,18,0,14.767,25.6942341,20.2,11.9583,137.601,0,0,0.7,222.1, -5.3, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9658592,0.0869564,40,3.697,3.715,3.711,3.699,0,0,15.444,57,6.3942341,0.9,6,P-GPS,
721800,2022-07-07 08:23:41,32.8256352908047,34.9559018204853,0.8,,,6.2942341,0.1,0.702071,7.92453,1434.37,18,0,14.767,25.6942341,20.2,11.9583,137.601,0,0,0.7,221.8, -6.3, 3.6,0,0,1024,1024,1024,1024,0,0,0,0,359.966689,0.0855731,40,3.697,3.715,3.711,3.699,0,0,15.444,57,6.2942341,0.8,6,P-GPS,
721900,2022-07-07 08:23:41,32.8256352778032,34.9559018353036,0.8,,,6.2942341,0.1,0.680403,7.92451,1434.37,18,0,14.762,25.6942341,20.2,11.9583,137.601,0,0,0.7,221.4, -6.1, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9666987,0.0853481,40,3.697,3.715,3.711,3.699,0,0,15.444,57,6.2942341,0.8,6,P-GPS,
722000,2022-07-07 08:23:41,32.8256352343823,34.9559018924458,0.7,,,6.1942341,0.1,0.688171,7.92394,1434.38,18,0,14.762,25.6942341,20.2,11.9583,137.601,0,0,0.7,221.1, -5.5, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9683869,0.0797331,40,3.697,3.715,3.711,3.699,0,0,15.444,57,6.1942341,0.7,6,P-GPS,
722100,2022-07-07 08:23:42,32.8256352028557,34.9559018600924,0.6,,,6.0942341,0.1,0.698368,7.92854,1434.38,17,0,14.762,25.6942341,20.2,11.9583,137.601,0,-0.1,0.7,220.8, -5.5, 4.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9683702,0.07965,40,3.697,3.715,3.711,3.699,0,0,15.444,57,6.0942341,0.6,6,P-GPS,
722200,2022-07-07 08:23:42,32.8256351811355,34.9559018056976,0.6,,,6.0942341,0.1,0.700138,7.9339,1434.39,17,0,14.762,25.6942341,20.2,11.9583,137.601,0,-0.1,0.7,220.1, -5.6, 4.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9688201,0.0851143,40,3.697,3.715,3.711,3.699,0,0,15.444,57,6.0942341,0.6,6,P-GPS,
722300,2022-07-07 08:23:42,32.8256351591613,34.9559017319887,0.5,,,5.9942341,0.1,0.687253,7.94059,1434.4,17,0,14.762,25.6942341,20.2,11.9583,137.601,0,-0.1,0.7,219.4, -5.1, 3.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9687822,0.0851685,40,3.697,3.715,3.711,3.699,0,0,15.444,57,5.9942341,0.5,6,P-GPS,
722400,2022-07-07 08:23:42,32.8256351746282,34.955901745553,0.4,,,5.8942341,0.1,0.680428,7.93849,1434.4,17,0,14.762,25.6942341,20.2,11.9583,137.601,0,-0.1,0.7,218.8, -4.7, 2.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9688861,0.0896769,40,3.697,3.715,3.711,3.699,0,0,15.444,57,5.8942341,0.4,6,P-GPS,
722500,2022-07-07 08:23:42,32.8256351484819,34.9559016884362,0.4,,,5.8942341,0.1,0.685682,7.94437,1434.4,18,0,14.762,25.6942341,20.2,11.9583,137.601,-0.1,-0.1,0.7,218.3, -4.4, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9687865,0.0901185,40,3.697,3.715,3.711,3.699,0,0,15.444,57,5.8942341,0.4,6,P-GPS,
722600,2022-07-07 08:23:42,32.8256351306537,34.9559016137282,0.3,,,5.7942341,0.1,0.670979,7.95081,1434.41,18,0,14.762,25.6942341,20.2,11.9583,137.601,0,-0.1,0.7,217.5, -4, 4.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9689159,0.076135,40,3.697,3.715,3.711,3.699,0,0,15.444,57,5.7942341,0.3,6,P-GPS,
722700,2022-07-07 08:23:42,32.8256351108746,34.9559015052599,0.2,,,5.6942341,0.1,0.689407,7.9597,1434.42,18,0,14.762,25.6942341,20.2,11.9583,137.601,0,-0.2,0.7,217, -4, 3.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9689407,0.0759439,40,3.697,3.715,3.711,3.699,0,0,15.444,57,5.6942341,0.2,6,P-GPS,
722800,2022-07-07 08:23:42,32.8256350798365,34.9559013414741,0.2,,,5.6942341,0.1,0.672806,7.97322,1434.44,18,0,14.762,25.6942341,20.2,11.9583,137.601,0,-0.2,0.6,216.3, -3.9, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9689391,0.0852095,40,3.697,3.715,3.711,3.699,0,0,15.444,57,5.6942341,0.2,6,P-GPS,
722900,2022-07-07 08:23:42,32.8256351207984,34.9559010154676,0.1,,,5.5942341,0.1,0.326907,7.99237,1434.47,18,0,14.782,25.6942341,20.2,11.9583,137.601,0.1,-0.3,0.2,215.6, -3.7, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9688853,0.0853391,40,3.704,3.719,3.716,3.708,0,0,14.562,57,5.5942341,0.1,6,P-GPS,
723000,2022-07-07 08:23:42,32.825635304666,34.9559006463776,0,,,5.4942341,0.1,0.424315,8.00375,1434.51,18,0,14.782,25.6942341,20.2,11.9583,137.601,0.2,-0.3,0.1,213.4, -4.2, 9,0,0,1024,1024,1024,1024,0,0,0,0,359.9706285,0.0829156,40,3.704,3.719,3.716,3.708,0,0,14.562,57,5.4942341,0,6,P-GPS,
723100,2022-07-07 08:23:42,32.8256354622342,34.9559003700354,0,,,5.4942341,0.1,0.255816,8.0109,1434.54,18,0,14.782,25.6942341,20.2,11.9583,137.601,0.1,-0.2,0.1,211.7, -4.1, 13.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9706181,0.0828825,40,3.704,3.719,3.716,3.708,0,0,14.562,57,5.4942341,0,6,P-GPS,
723200,2022-07-07 08:23:42,32.8256354841107,34.9559002492261,0,,,5.4942341,0.1,0.0964023,8.01758,1434.55,18,0,14.782,25.6942341,20.2,11.9583,137.601,0,0,0.1,211.4, -3.1, 9.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9707862,0.0820856,40,3.704,3.719,3.716,3.708,0,0,14.562,57,5.4942341,0,6,P-GPS,
723300,2022-07-07 08:23:43,32.8256354667157,34.9559000108649,0,,,5.4942341,0.1,0.16172,8.03534,1434.57,18,0,14.782,25.6942341,20.2,11.9583,137.601,0.1,-0.1,0,210.4, -3.7, 8.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9707744,0.0820195,40,3.704,3.719,3.716,3.708,0,0,14.562,57,5.4942341,0,6,P-GPS,
723400,2022-07-07 08:23:43,32.8256354763659,34.9558999488138,0,,,5.4942341,0.1,0.132582,8.03891,1434.58,18,0,14.782,25.6942341,20.2,11.9583,137.601,0.1,-0.1,0.1,210.2, -2.5, 8.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9799276,0.0861192,40,3.704,3.719,3.716,3.708,0,0,14.562,57,5.4942341,0,6,P-GPS,
723500,2022-07-07 08:23:43,32.8256354846123,34.955899929469,0,,,5.4942341,0.1,0.0604862,8.03963,1434.58,18,0,14.782,25.6942341,20.2,11.9583,137.601,0,0,0,210.4, -1.3, 7.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9798209,0.0859406,40,3.704,3.719,3.716,3.708,0,0,14.562,57,5.4942341,0,6,P-GPS,
723600,2022-07-07 08:23:43,32.8256355019031,34.9558999188307,0,,,5.4942341,0.1,0.0646898,8.03907,1434.58,18,0,14.782,25.6942341,20.2,11.9583,137.601,0,-0.1,0,210.5, -1, 7.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9791656,0.0831583,40,3.704,3.719,3.716,3.708,0,0,14.562,57,5.4942341,0,6,P-GPS,
723700,2022-07-07 08:23:43,32.8256355241477,34.9559002303452,0,,,5.4942341,0.1,0.0534166,8.01588,1434.61,18,0,14.782,25.6942341,20.2,11.9583,137.601,0,0,0,210.4, -1.1, 7.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9790876,0.0829995,40,3.704,3.719,3.716,3.708,0,0,14.562,57,5.4942341,0,6,P-GPS,
723800,2022-07-07 08:23:43,32.8256355391131,34.9559002365794,0,,,5.4942341,0.1,0.0400571,8.01433,1434.61,18,0,14.782,25.6942341,20.2,11.9583,137.601,0,0,0,210.4, -1.5, 7.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9779273,0.0844584,40,3.704,3.719,3.716,3.708,0,0,14.562,57,5.4942341,0,6,P-GPS,
723900,2022-07-07 08:23:43,32.8256355527887,34.955900245245,0,,,5.4942341,0.1,0.0358926,8.01271,1434.62,18,0,14.777,25.6942341,20.2,11.9583,137.601,0,0,0,210.3, -1.4, 7.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9778353,0.0844506,40,3.7,3.716,3.712,3.703,0,0,15.35,57,5.4942341,0,6,P-GPS,
724000,2022-07-07 08:23:43,32.825635556202,34.9559002562045,0,,,5.4942341,0.1,0.0249392,8.0117,1434.62,18,0,14.777,25.6942341,20.2,11.9583,137.601,0,0,0,210.4, -0.7, 7.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9777755,0.0842231,40,3.7,3.716,3.712,3.703,0,0,15.35,57,5.4942341,0,6,P-GPS,
724100,2022-07-07 08:23:43,32.8256354607491,34.9559003547634,0,,,5.4942341,0.1,0.0445796,8.01206,1434.63,18,0,14.777,25.6942341,20.2,11.9583,137.601,0,0,0,210.5, 0.2, 7.4,0,0,1024,1024,1024,1024,0,0,0,0,359.977694,0.0842674,40,3.7,3.716,3.712,3.703,0,0,15.35,57,5.4942341,0,6,P-GPS,
724200,2022-07-07 08:23:43,32.8256354533364,34.9559003685979,0,,,5.4942341,0.1,0.0304082,8.01166,1434.63,18,0,14.777,25.6942341,20.2,11.9583,137.601,0,0,0,210.6, 1, 7.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9775415,0.0846071,40,3.7,3.716,3.712,3.703,0,0,15.35,57,5.4942341,0,6,P-GPS,
724300,2022-07-07 08:23:44,32.8256354476369,34.9559003873157,0,,,5.4942341,0.1,0.023018,8.0108,1434.63,18,0,14.777,25.6942341,20.2,11.9583,137.601,0,0,0,210.6, 1.4, 7.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9773507,0.0847939,40,3.7,3.716,3.712,3.703,0,0,15.35,57,5.4942341,0,6,P-GPS,
724400,2022-07-07 08:23:44,32.8256354373972,34.9559003978266,0,,,5.4942341,0.1,0.0301166,8.01085,1434.64,18,0,14.777,25.6942341,20.2,11.9583,137.601,0,0,0,210.7, 1.3, 7.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9772976,0.0848499,40,3.7,3.716,3.712,3.703,0,0,15.35,57,5.4942341,0,6,P-GPS,
724500,2022-07-07 08:23:44,32.8256354207024,34.9559004003294,0,,,5.4942341,0.1,0.0252574,8.01193,1434.64,18,0,14.777,25.6942341,20.2,11.9583,137.601,0,0,0,210.6, 1.5, 7.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9772178,0.0848244,40,3.7,3.716,3.712,3.703,0,0,15.35,57,5.4942341,0,6,P-GPS,
724600,2022-07-07 08:23:44,32.8256353976567,34.9559004600255,0,,,5.4942341,0.1,0.0171103,8.00955,1434.64,18,0,14.777,25.6942341,20.2,11.9583,137.601,0,0,0,210.6, 1.5, 7.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9765772,0.0864622,40,3.7,3.716,3.712,3.703,0,0,15.35,57,5.4942341,0,6,P-GPS,
724700,2022-07-07 08:23:44,32.8256354127686,34.9559004342376,0,,,5.4942341,0.1,0.0158615,8.01019,1434.65,18,0,14.777,25.6942341,20.2,11.9583,137.601,0,0,0,210.6, 1.5, 7.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9765426,0.0863891,40,3.7,3.716,3.712,3.703,0,0,15.35,57,5.4942341,0,6,P-GPS,
724800,2022-07-07 08:23:44,32.8256354180578,34.9559004394268,0,,,5.4942341,0.1,0.0169581,8.00944,1434.65,18,0,14.777,25.6942341,20.2,11.9583,137.601,0,0,0,210.6, 1.5, 7.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9763243,0.0864377,40,3.7,3.716,3.712,3.703,0,0,15.35,57,5.4942341,0,6,P-GPS,
